1	">>Przed<< paru jeszcze dziesiątkami lat usiłowania "	prep:inst:nwok	prep:acc:nwok
2068	"w każdym razie dowodzą , fakta >>te<< , że sympatya dla Francyi "	adj:pl:nom:m3:pos	adj:pl:nom:n:pos
2073	"fakta te , że sympatya dla >>Francyi<< jeszcze do téj chwili w "	subst:sg:gen:f	subst:sg:gen:m1
2079	"Francyi jeszcze do téj chwili w >>pewnéj<< części ludności włoskiéj nie wygasła "	adj:sg:loc:f:pos	subst:sg:loc:f
2080	"jeszcze do téj chwili w pewnéj >>części<< ludności włoskiéj nie wygasła , "	subst:sg:loc:f	subst:sg:gen:f
2082	"téj chwili w pewnéj części ludności >>włoskiéj<< nie wygasła , i że "	adj:sg:gen:f:pos	subst:sg:gen:f
2113	"berlińskich zdawać mogło . Ponieważ i >>najdrobniejsze<< szczegóły uwadze przezornych polityków ujść "	adj:pl:nom:m3:sup	adj:pl:acc:m3:sup
2114	"zdawać mogło . Ponieważ i najdrobniejsze >>szczegóły<< uwadze przezornych polityków ujść nie "	subst:pl:nom:m3	subst:pl:acc:m3
2118	"i najdrobniejsze szczegóły uwadze przezornych polityków >>ujść<< nie powinny , sądzić można "	subst:pl:gen:n	inf:perf
2129	"można , że także w Berlinie >>zajść<< tych nie przeoczono i że "	subst:pl:gen:n	inf:perf
2139	"i że tym sposobem także i >>co<< do Włoch nie zupełnie się "	comp	subst:sg:nom:n
2141	"tym sposobem także i co do >>Włoch<< nie zupełnie się ziściły nadzieje "	subst:pl:gen:n	subst:sg:nom:m1
2163	"urzędowe . Adwokat Pulvermacher z Kępna >>mianowany<< został nataryuszem na obwód poznańskiego "	ppas:sg:nom:m1:perf:aff	ppas:sg:nom:m3:perf:aff
2165	"Adwokat Pulvermacher z Kępna mianowany został >>nataryuszem<< na obwód poznańskiego sądu nadziemiańskiego "	ign	ppas:sg:nom:m3:perf:aff
2170	"został nataryuszem na obwód poznańskiego sądu >>nadziemiańskiego<< . Nadprokurator Dalcke przeniesiony został "	adj:sg:gen:m3:pos	subst:sg:gen:m3
2205	"inspektorem szkolnym na powiat chełmiński . >>KORESPONDENCYE<< . Z Prus Zachodnich , "	ign	subst:sg:nom:m1
2227	". — Kolonizacya . — Jowan >>Ilnicki<< . ) Wczorajsze dzienniki niemieckie "	ign	brev:pun
2233	"Ilnicki . ) Wczorajsze dzienniki niemieckie >>prowincyonalne<< donoszą z wielu miejscowości o "	adj:pl:nom:m3:pos	subst:pl:nom:m3
2251	", jak i po kościołach , >>poświęconych<< pamięci zmiarłego cesarza Fryderyka III "	adj:pl:gen:f:pos	ppas:pl:gen:f:perf:aff
2252	"jak i po kościołach , poświęconych >>pamięci<< zmiarłego cesarza Fryderyka III , "	subst:pl:gen:f	subst:sg:gen:f
2253	"i po kościołach , poświęconych pamięci >>zmiarłego<< cesarza Fryderyka III , którego "	adj:sg:gen:m1:pos	prep:gen:wok,prep:gen:nwok
2258	"pamięci zmiarłego cesarza Fryderyka III , >>którego<< urodziny wczoraj przypadły . Przyznać "	adj:sg:gen:m3:pos	adj:sg:acc:m1:pos
2259	"zmiarłego cesarza Fryderyka III , którego >>urodziny<< wczoraj przypadły . Przyznać też "	subst:pl:nom:n	subst:pl:acc:n
2261	"Fryderyka III , którego urodziny wczoraj >>przypadły<< . Przyznać też trzeba , "	praet:pl:n:perf:agl,praet:pl:n:perf:nagl	praet:pl:f:perf:agl,praet:pl:f:perf:nagl
2273	"że nieszczęśliwy ten monarcha zjednał sobie >>szczególniéj<< w Prusach Zachodnich i Wschodnik "	siebie:dat	subst:sg:acc:n
2278	"sobie szczególniéj w Prusach Zachodnich i >>Wschodnik<< przywiązanie i trwałą pamięć , "	ign	adj:sg:nom:n:pos
2293	"licznych tutaj zwolenników wolnomyślnego stronnictwa , >>któréj<< to pamięci w niczem nie "	ign	adj:sg:nom:n:pos
2319	"anti - fryderykowskiemi . Niechże i >>mnie<< wolno będzie zapisać u was "	ppron12:sg:acc:m1:pri:akc	ppron12:sg:acc:f:pri:akc
2356	". I . Jest to znaną >>oddawna<< prawdą , że tylko narody "	ign	subst:sg:inst:f
2377	"nieprzyjaciół , jak również , że >>sprawy<< małego znaczenia przechodzą obojętnie , "	subst:pl:nom:f	subst:sg:gen:f
2390	"wywołania gniewu i nienawiści . Z >>tego<< to powodu niejeden historyk głębszego "	adj:sg:gen:m3:pos	subst:sg:gen:n
2440	"sprawie , zwłaszcza też przy czytaniu >>ich<< dzieł o polskich powstaniach . "	ppron3:pl:gen:m1:ter:akc:npraep	ppron3:pl:gen:n:ter:akc:npraep
2454	"ujarzmienia i rozbiorów państwa polskiego było >>siedmnaście<< większych lub mniejszych powstań i "	num:pl:acc:m3:rec	num:pl:nom:f:rec
2455	"i rozbiorów państwa polskiego było siedmnaście >>większych<< lub mniejszych powstań i walk "	adj:pl:gen:m3:com	adj:pl:gen:f:com
2483	", a więc nieprawdziwy — o >>żadnym<< jednak nie napisali tyle fałszów "	adj:sg:loc:m3:pos	adj:sg:loc:n:pos
2491	"nie napisali tyle fałszów , o >>żadnym<< nie wyrażali się z taką "	adj:sg:loc:m3:pos	adj:sg:loc:n:pos
2500	"się z taką zaciekłą nienawiścią , >>zdradzającą<< wielki niepokój , jak o "	pact:sg:inst:f:imperf:aff	pact:sg:acc:f:imperf:aff
2501	"z taką zaciekłą nienawiścią , zdradzającą >>wielki<< niepokój , jak o powstaniu "	adj:sg:nom:m3:pos	adj:sg:acc:m3:pos
2520	"starali się zbadać istotnych przyczyn , >>które<< to powstanie wywołały , nie "	adj:pl:nom:f:pos	adj:sg:nom:n:pos
2536	"prawdę przy opisie szczegółów . Aby >>módz<< w czambuł potępić wszystko co "	ign	subst:sg:nom:f
2548	"się w powstaniu wydarzyło i napiętnować >>wszystkich<< jego uczestników , nie wahali "	adj:pl:acc:m1:pos	adj:pl:gen:m1:pos
2561	"opisywać faktów , które miejsca nie >>miały<< , bo przez nichże samych "	praet:pl:n:imperf:nagl,praet:pl:n:imperf:agl	praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl
2565	"miejsca nie miały , bo przez >>nichże<< samych wymyślone zostały , lub "	ign	subst:pl:acc:m1
2572	"samych wymyślone zostały , lub też >>wypowiedziane<< były przez oskarżonych więźniów na "	ppas:pl:nom:m3:perf:aff	ppas:pl:nom:n:perf:aff
2575	", lub też wypowiedziane były przez >>oskarżonych<< więźniów na torturach śledczych , "	adj:pl:acc:m1:pos	subst:pl:acc:m1
2585	"śledczych , pod rózgami , dla >>złudzenia<< pastwiących się okrutników . Ci "	subst:sg:gen:n	ger:sg:gen:n:perf:aff
2586	", pod rózgami , dla złudzenia >>pastwiących<< się okrutników . Ci nieliczni "	pact:pl:gen:m1:imperf:aff	pact:pl:gen:m3:imperf:aff
2609	"sprawiedliwie , zagłuszeni zostali przez krzykaczy >>potępiających<< . Powodów , dla których "	pact:pl:gen:m1:imperf:aff	pact:pl:acc:m1:imperf:aff
2630	"daleko szukać , — znajdują się >>one<< w interesie zaborczym . W "	ppron3:pl:nom:f:ter:akc:npraep	ppron3:pl:nom:m3:ter:akc:npraep
2646	"barbarzyńskie swoje postępowanie z powstańcami , >>które<< świat cały oburzyło ; przez "	adj:sg:nom:n:pos	adj:pl:nom:m3:pos
2654	"cały oburzyło ; przez oczernienie wreszcie >>powstania<< chcieli zmniejszyć odpowiedzialność swoją przed "	ger:sg:gen:n:perf:aff	subst:sg:gen:n
2700	"dla każdej żywej istoty koniecznością , >>wskazaną<< przez samą naturę . Robak "	ppas:sg:inst:f:perf:aff	ppas:sg:acc:f:perf:aff
2723	", ogłosiwszy wyzucie Polaków z własnej >>ich<< polskiej narodowości za cel swojej "	ppron3:pl:gen:m1:ter:akc:npraep	ppron3:pl:gen:f:ter:akc:npraep
2744	"przed ciosami , jakie nam wciąż >>ich<< rządy zadają . Więcej niedorzecznego "	ppron3:pl:gen:m1:ter:akc:npraep	ppron3:pl:gen:m3:ter:akc:npraep
2748	"nam wciąż ich rządy zadają . >>Więcej<< niedorzecznego żądania rząd jeszcze nie "	num:pl:nom:n:rec	adv:com
2770	"nie tylko swoich praw historycznych i >>ludzkich<< , ale żeby w sobie "	adj:pl:gen:n:pos	adj:pl:gen:f:pos
2779	"żeby w sobie stłumili instynkt naturalny >>samoochrony<< i dobrowolnie przyjęli śmierć , "	adj:sg:acc:m3:pos	subst:sg:acc:m3
2787	"dobrowolnie przyjęli śmierć , dla umożebnienia >>fikcyi<< państwa o jednolitej narodowości , "	ign	subst:sg:gen:n
2796	"jednolitej narodowości , — jest wymaganiem >>potwornem<< . Spełnionem ono być nie "	ign	subst:sg:nom:n
2798	", — jest wymaganiem potwornem . >>Spełnionem<< ono być nie może , "	subst:sg:inst:m1	fin:sg:ter:imperf
2833	"ten straszny , dziki a nieludzki >>system<< rządów przymusowego wynaradawiania , jakie "	subst:sg:acc:m3	subst:sg:nom:m3
2848	", w dwóch zaborach , jest >>utrzymywany<< z żelazną konsekwencyą i nigdzie "	ppas:sg:nom:m3:imperf:aff	ppas:sg:nom:m1:imperf:aff
2854	"utrzymywany z żelazną konsekwencyą i nigdzie >>niepraktykowaną<< surowością . Rząd nieprzyjacielski , "	adj:sg:inst:f:pos	ppas:sg:inst:f:imperf:neg
2873	"sam wytworzył położenie , które wywołuje >>jako<< konieczność obrony — powstanie , "	conj	prep:nom:wok,prep:nom:nwok
2877	"które wywołuje jako konieczność obrony — >>powstanie<< , stara się w jego "	fin:sg:ter:perf	subst:sg:nom:n
2882	"— powstanie , stara się w >>jego<< opisach przypisać winę już to "	ppron3:sg:gen:m1:ter:akc:npraep	ppron3:sg:gen:m3:ter:akc:npraep
2887	"w jego opisach przypisać winę już >>to<< niespokojnemu , rewolucyjnemu usposobieniu Polaków "	pred	subst:sg:acc:n
2900	"już to wpływom zagranicznym , i >>cały<< przebieg powstania przedstawia również w "	adj:sg:nom:m3:pos	adj:sg:acc:m3:pos
2941	"wiary i poświęcenia . Co było >>jasnem<< , u nich jest ciemnem "	adv:pos	subst:sg:nom:n
2965	"moralnego wstrętu nacechowane . Nawet książka >>Berga<< , poety rosyjskiego , piszącego "	ign	subst:sg:nom:m1
2970	"książka Berga , poety rosyjskiego , >>piszącego<< o powstaniu 1863 r . "	pact:sg:gen:m1:imperf:aff	pact:sg:gen:m3:imperf:aff
2972	", poety rosyjskiego , piszącego o >>powstaniu<< 1863 r . , z "	ger:sg:loc:n:perf:aff	subst:sg:loc:n
3002	"bardzo nazwisk nieistniejących osób przedstawione jako >>czynne<< . Autor używałakt ów śledczych "	adj:pl:nom:f:pos	adj:sg:nom:n:pos
3009	". Autor używałakt ów śledczych jako >>materyału<< historycznego , gdy wiadomem jest "	subst:sg:gen:m3	subst:sg:nom:m1
3010	"Autor używałakt ów śledczych jako materyału >>historycznego<< , gdy wiadomem jest powszechnie "	adj:sg:gen:m3:pos	adj:sg:gen:m1:pos
3013	"śledczych jako materyału historycznego , gdy >>wiadomem<< jest powszechnie , że przed "	ign	subst:sg:nom:f
3041	"zaś niebywałe historye . W dziele >>Berga<< o powstaniu to tylko jest "	ign	subst:sg:loc:n
3044	". W dziele Berga o powstaniu >>to<< tylko jest prawdą , co "	pred	conj
3050	"to tylko jest prawdą , co >>wziętem<< zostało z dzieł polskiej emigracyi "	adv:pos,adv:com,adv:sup	subst:sg:nom:n
3070	". Metoda rządowa pisania historyi polskiej >>wyraźniejszą<< jest jeszcze u tych pisarzy "	adj:sg:acc:f:com	adj:sg:inst:f:com
3143	"szlachta i księża . Mają też >>polecone<< sobie z góry osłabianie w "	subst:pl:nom:m3	ppas:pl:acc:f:perf:aff
3147	"Mają też polecone sobie z góry >>osłabianie<< w Polakach zaufania do własnych "	ger:sg:nom:n:imperf:aff	ger:sg:acc:n:imperf:aff
3156	"zaufania do własnych sił , — >>ztąd<< to rozpisują się o naszych "	subst:sg:nom:m3	qub:wok,qub:nwok
3170	"pomijając przymioty i przedstawiają nas jako >>urodzonych<< anarchistów , niezdolnych cośkolwiek doprowadzić "	adj:pl:acc:m1:pos	adj:pl:gen:m1:pos
3181	"doprowadzić do szczęśliwego końca . Opisywanie >>brzydkich<< a wstrętnych , chociaż niepopełnionych "	adj:pl:loc:m3:pos	adj:pl:gen:m3:pos
3183	"szczęśliwego końca . Opisywanie brzydkich a >>wstrętnych<< , chociaż niepopełnionych czynów , "	adj:pl:loc:m3:pos	adj:pl:gen:m3:pos
3193	"czynów , przedsiębrane bywa z zamiarem >>stłumienia<< w samym zarodku rodzących się "	subst:sg:gen:n	ger:sg:gen:n:perf:aff
3220	"— w tych zaś krajach gdzie >>sympatya<< już istnieje , oczernianie Polaków "	ign	subst:sg:nom:m3
3278	"radykalno - pozytywnego kierunku . W >>intencyi<< rozbrojenia zawziętości nieprzyjaciela , ażeby "	subst:sg:loc:f	adj:sg:loc:n:pos
3289	"ażeby zemstę jego ograniczyć do tych >>tylko<< rodaków , co oręż przeciwko "	qub:wok,qub:nwok	conj
3320	"patryotycznych zapaleńców , z którym i >>naród<< solidaryzować się nie chce i "	subst:sg:acc:m3	subst:sg:nom:m3
3328	"się nie chce i odpowiadać za >>ich<< winy nie może . Ogłosiwszy "	ppron3:pl:gen:m1:ter:akc:npraep	ppron3:pl:gen:f:ter:akc:npraep
3342	"rozumu i trzeźwego sądu , opisywali >>powstanie<< nieprzychylnie i długo z niego "	fin:sg:ter:perf	subst:sg:acc:n
3353	"niego szydzili , podnosząc z dziejów >>jego<< czyny tylko ujemnej natury , "	ppron3:sg:gen:m1:ter:akc:npraep	ppron3:sg:gen:m3:ter:akc:npraep
3368	"wszystko , co było dobrem , >>rozumnem<< i wspaniałem . Było to "	subst:sg:inst:m3	subst:sg:nom:n
3370	"co było dobrem , rozumnem i >>wspaniałem<< . Było to po prostu "	subst:sg:inst:m3	subst:sg:nom:f
3399	"popełnili wielki błąd i wyrządzili sprawie >>narodowej<< wielką szkodę . Błąd ten "	adj:sg:dat:f:pos	adj:sg:gen:f:pos
3421	"jego natury . Przypisując mu charakter >>na<< prawie opartych a więc rzeczywiście "	prep:acc:nwok,prep:acc:wok	prep:loc:wok,prep:loc:nwok
3422	"natury . Przypisując mu charakter na >>prawie<< opartych a więc rzeczywiście legalnych "	qub:wok,qub:nwok	subst:sg:loc:n
3423	". Przypisując mu charakter na prawie >>opartych<< a więc rzeczywiście legalnych rządów "	ppas:pl:gen:f:perf:aff	ppas:pl:loc:n:perf:aff
3430	"a więc rzeczywiście legalnych rządów , >>jakoteż<< pobudki i cele , jakiemi "	ign	adj:pl:acc:f:pos
3435	", jakoteż pobudki i cele , >>jakiemi<< się kierują wszystkie władze , "	adv:pos,adv:com,adv:sup	subst:pl:nom:m1
3438	"i cele , jakiemi się kierują >>wszystkie<< władze , które istotnie a "	adj:pl:acc:f:pos	adj:pl:nom:f:pos
3439	"cele , jakiemi się kierują wszystkie >>władze<< , które istotnie a nie "	subst:pl:acc:f	subst:pl:nom:f
3442	"się kierują wszystkie władze , które >>istotnie<< a nie pozornie dbają o "	adv:pos	qub:wok,qub:nwok
3471	"zaufanie i złagodzą prześladowanie . Jak >>omylnem<< było podobne mniemanie i do "	adv:pos,adv:com,adv:sup	subst:sg:nom:n
3478	"było podobne mniemanie i do niczego >>wiodącem<< ofiarowanie tronowi carskiemu „ wiernej "	ign	adj:sg:gen:n:pos
3480	"mniemanie i do niczego wiodącem ofiarowanie >>tronowi<< carskiemu „ wiernej straży “ "	subst:sg:dat:m3	adj:pl:nom:m1:pos
3532	"bez pewnej osoby . . . >>Ja<< sobie zrobię co złego . "	ppron12:sg:nom:m1:pri:nakc,ppron12:sg:nom:m1:pri:akc	ppron12:sg:nom:f:pri:nakc,ppron12:sg:nom:f:pri:akc
3540	"zrobię co złego . . . >>Ja<< sobie życie odbiorę . . "	ppron12:sg:nom:m1:pri:nakc,ppron12:sg:nom:m1:pri:akc	ppron12:sg:nom:f:pri:nakc,ppron12:sg:nom:f:pri:akc
3565	"że zrozumiał teraz wszystko . — >>Aaa<< ! — szepnął przeciągle . "	interj	subst:sg:nom:m1
3578	", ale krew burzyła się w >>nim<< , niby ukrop w garnku "	ppron3:sg:loc:m3:ter:akc:praep	ppron3:sg:loc:m1:ter:akc:praep
3615	"Mikołaja i powie : — Albo >>żeń<< się z Tereską , albo "	subst:pl:gen:f	impt:sg:sec:imperf
3621	"żeń się z Tereską , albo >>ci<< łeb cegłą rozwalę i skończy "	ppron12:sg:dat:m1:sec:nakc	adj:pl:nom:m1:pos
3622	"się z Tereską , albo ci >>łeb<< cegłą rozwalę i skończy się "	subst:sg:acc:m3	subst:sg:nom:m3
3694	"oziębiło . Zaczynało opadać . Przyszły >>skrupuły<< . — No , a "	subst:pl:nom:m3	subst:pl:acc:m3
3809	"odezwał , ale to go tylko >>tembardziej<< rozgniewało . — Czego się "	ign	subst:sg:nom:n
3835	"naprzód , ale go doleciały słowa >>owego<< przestraszonego : — Waryat , "	adj:sg:gen:m3:pos	adj:sg:gen:n:pos
3836	", ale go doleciały słowa owego >>przestraszonego<< : — Waryat , czy "	ppas:sg:gen:m3:perf:aff	ppas:sg:gen:n:perf:aff
3839	"doleciały słowa owego przestraszonego : — >>Waryat<< , czy co ? . "	subst:sg:nom:m3	subst:sg:nom:m1
3870	". — Tak , ja jeszcze >>gotów<< zwaryować ! — jęknął sam "	adjc	subst:pl:gen:m1
3871	"— Tak , ja jeszcze gotów >>zwaryować<< ! — jęknął sam do "	ign	subst:pl:gen:m1
3894	". — Dwudziesty pierwszy ! Stróż >>stał<< przed bramą . Zawiązał z "	praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl	praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl
3916	"już po nim ! — brzmiała >>odpowiedź<< . — Jakto po nim "	subst:sg:acc:f	subst:sg:nom:f
3941	"i ręką zrobił ruch taki , >>jaki<< czyni się przy przekręcaniu klucza "	adj:sg:acc:m3:pos	adj:sg:nom:m3:pos
3955	". Istotnie , po owem przeniesieniu >>kancelaryi<< , wyszły na jaw jakieś "	subst:sg:gen:n	subst:sg:nom:n
3957	", po owem przeniesieniu kancelaryi , >>wyszły<< na jaw jakieś interesa — "	praet:pl:f:perf:agl,praet:pl:f:perf:nagl	praet:pl:m3:perf:nagl,praet:pl:m3:perf:agl
3959	"owem przeniesieniu kancelaryi , wyszły na >>jaw<< jakieś interesa — może te "	subst:sg:acc:m3	subst:pl:gen:f
3960	"przeniesieniu kancelaryi , wyszły na jaw >>jakieś<< interesa — może te , "	adj:pl:acc:m3:pos	adj:pl:nom:m3:pos
3961	"kancelaryi , wyszły na jaw jakieś >>interesa<< — może te , za "	subst:pl:acc:m3	subst:pl:nom:m3
3964	"na jaw jakieś interesa — może >>te<< , za które były sublokator "	adj:pl:nom:m3:pos	adj:pl:nom:f:pos
4011	"— Jakże ja jej teraz tego >>chłopa<< ztamtąd dostanę ! Stróż wybałuszył "	subst:sg:gen:m1	subst:sg:acc:m1
4037	"kasztanie ! — zawołał . Szukał >>widocznie<< zaczepki i czuł , że "	adv:pos	qub:wok,qub:nwok
4048	"że gdyby mógł kogo wygrzmocić , >>zarazby<< mu ulżyło . Dał jednak "	ign	subst:sg:nom:f
4054	"zarazby mu ulżyło . Dał jednak >>pokój<< . Ale do domu wlókł "	subst:sg:acc:m3	subst:sg:nom:m3
4076	"wcale spieszno . Wprawdzie przychodziła mu >>myśl<< , iż Tereska może już "	subst:sg:acc:f	subst:sg:nom:f
4109	"jej więc tej nowiny powtarzać i >>to<< go cieszyło , ale płacz "	subst:sg:nom:n	subst:sg:acc:n
4115	"to go cieszyło , ale płacz >>jej<< znów będzie słyszał . A "	ppron3:sg:gen:f:ter:akc:npraep	ppron3:sg:dat:f:ter:akc:npraep
4130	"w uszach aż dotąd . — >>A<< to skaranie Boże ! — "	conj	qub:wok,qub:nwok
4133	"dotąd . — A to skaranie >>Boże<< ! — szepnął . — "	adj:sg:nom:n:pos	subst:sg:voc:m1
4149	"w to wkładać palce ! A >>takem<< zawsze bab nie lubiał , "	ign	subst:sg:nom:f
4153	"! A takem zawsze bab nie >>lubiał<< , takem nie lubiał ! "	ign	subst:sg:nom:f
4155	"takem zawsze bab nie lubiał , >>takem<< nie lubiał ! Wreszcie , "	ign	subst:sg:nom:n
4157	"bab nie lubiał , takem nie >>lubiał<< ! Wreszcie , zgarbiony ze "	ign	fin:sg:ter:imperf
4161	"takem nie lubiał ! Wreszcie , >>zgarbiony<< ze zmęczenia , mniejszy jakiś "	ppas:sg:nom:m3:perf:aff	ppas:sg:nom:m1:perf:aff
4248	"z ulicy , a on na >>nich<< niegorzej też oczy wytrzeszczył . "	ppron3:pl:loc:m3:ter:akc:praep	ppron3:pl:loc:n:ter:akc:praep
4249	"ulicy , a on na nich >>niegorzej<< też oczy wytrzeszczył . Nie "	adv:pos	subst:sg:nom:n
4299	". ” — Bóg strzegł ! >>Nienapróżnom<< suszyła ! — dodała Wawrzyńcowa "	ign	subst:sg:nom:f
4304	"! Nienapróżnom suszyła ! — dodała >>Wawrzyńcowa<< . A mówili to tacy "	ign	subst:sg:nom:m1
4319	"że Antek znowu nie wiedział , >>co<< o tem sądzić . Ale "	subst:sg:nom:n	subst:sg:acc:n
4350	"nim . — Oj ! panie >>Antoni<< ! — rzekła , załamując "	subst:sg:nom:m1	subst:sg:voc:m1
4380	"dziwi . Niech nawet cały ten >>dom<< się zawali . Już mu "	subst:sg:acc:m3	subst:sg:nom:m3
4395	"jedno . Stał i patrzał . >>Aż<< kobieta się rozgniewała i zawołała "	qub:wok,qub:nwok	comp
4442	"już nadto . Ale , kiedy >>je<< roztworzył po chwili , zdziwił "	ppron3:pl:acc:m3:ter:akc:npraep	ppron3:pl:acc:f:ter:akc:npraep
4466	"czy co ? Jakby ją pierwszy >>raz<< dopiero zobaczył ! . . "	subst:sg:acc:m3	subst:sg:nom:m3
4505	". . . Urządzono też dnia >>tego<< w domu Wawrzyńców ucztę z "	adj:sg:gen:m3:pos	subst:sg:gen:n
4508	"Urządzono też dnia tego w domu >>Wawrzyńców<< ucztę z serem , z "	subst:pl:gen:m1	subst:pl:acc:m1
4520	"wędzonką , z likierem różanym i >>wieloma<< innemi specyałami . Było się "	num:pl:inst:m1:congr	num:pl:inst:f:congr
4521	", z likierem różanym i wieloma >>innemi<< specyałami . Było się czem "	ign	subst:sg:gen:f
4522	"z likierem różanym i wieloma innemi >>specyałami<< . Było się czem przed "	ign	subst:sg:gen:f
4526	"wieloma innemi specyałami . Było się >>czem<< przed ludźmi pochwalić , więc "	ign	subst:sg:nom:m1
4579	"do sześciu dociągnął . A kiedy >>zamglonemi<< „ z rozczulenia ” , "	ign	subst:sg:nom:m1
4653	", opamiętaj się ! — upominała >>Wawrzyńcowa<< . Ale „ rozczulony ” "	ign	subst:sg:nom:m1
4657	"— upominała Wawrzyńcowa . Ale „ >>rozczulony<< ” małżonek nie chciał przestróg "	ppas:sg:nom:m1:perf:aff	ppas:sg:nom:m3:perf:aff
4688	"odezwała się żona , wpadając w >>pasyę<< . — A . . "	ign	subst:sg:loc:m3
4736	"piosenki , więc , nie przerywając >>melodyi<< , zaczął powtarzać : — "	ign	subst:sg:gen:f
4817	". . zdaje mi się , >>żeś<< ty mnie uderzyła ! . "	adv:pos,adv:com,adv:sup	subst:sg:nom:f
4818	". zdaje mi się , żeś >>ty<< mnie uderzyła ! . . "	ppron12:sg:nom:m1:sec:akc,ppron12:sg:nom:m1:sec:nakc	ppron12:sg:nom:f:sec:akc,ppron12:sg:nom:f:sec:nakc
4828	". . . JOSEK GESUNDHEIT I >>S<< - ka Nie było szczęśliwszej "	brev:pun	brev:npun
4840	"pory w życiu Joska Gesundheita nad >>jego<< lata dziecięce ! Puszczany samopas "	ppron3:sg:gen:m1:ter:akc:npraep	ppron3:sg:gen:m3:ter:akc:npraep
4844	"Gesundheita nad jego lata dziecięce ! >>Puszczany<< samopas i niedoglądany przez nikogo "	ppas:sg:nom:m3:imperf:aff	ppas:sg:nom:m1:imperf:aff
4895	"po twardym bruku ulicy Muranowskiej , >>nakoniec<< zaś po wydeptanej łące około "	ign	adj:sg:nom:f:pos
4904	"wydeptanej łące około Cytadeli . Tam >>to<< , wraz z gromadką takich "	qub:wok,qub:nwok	subst:sg:nom:n
4910	"to , wraz z gromadką takich >>jak<< sam brudnych i odartych dzieci "	adv:pos	prep:nom:wok,prep:nom:nwok
4912	"wraz z gromadką takich jak sam >>brudnych<< i odartych dzieci , wywracał "	adj:pl:gen:n:pos	adj:pl:gen:m1:pos
4925	"kozły , zabawiał się piłką , >>uwitą<< nietyle misternie , ile pracowicie "	ppas:sg:inst:f:perf:aff	ppas:sg:acc:f:perf:aff
4926	", zabawiał się piłką , uwitą >>nietyle<< misternie , ile pracowicie ze "	adj:sg:nom:n:pos	adj:sg:acc:n:pos
4944	"wreszcie szachrował z towarzyszami i towarzyszkami >>przybywającemi<< na ową łąkę z kromką "	ign	subst:sg:gen:f
4971	"teraz już nie biję — więc >>źleś<< się wybrał mosanie . [ "	num:pl:nom:m2:rec	subst:sg:nom:m1
5059	"kielicha wam spieszno … a toć >>i<< ja odwilżył by m spragnione "	conj	qub:wok,qub:nwok
5067	"odwilżył by m spragnione gardło . >>Jeszczem<< na czczo , Bóg świadkiem "	ign	subst:sg:nom:m1
5100	"( biorąc kielich ) Za przezacne >>drogie<< zdrowie wasze ! ( pije "	adj:sg:acc:n:pos	adj:sg:nom:n:pos
5101	"biorąc kielich ) Za przezacne drogie >>zdrowie<< wasze ! ( pije ) "	subst:sg:acc:n	subst:sg:nom:n
5102	"kielich ) Za przezacne drogie zdrowie >>wasze<< ! ( pije ) Ha "	adj:sg:acc:n:pos	adj:sg:nom:n:pos
5114	"! po miodzie gładko i słodko >>interesik<< nasz pójdzie . Wczoraj w "	subst:sg:acc:m3	subst:sg:nom:m3
5152	"[ Paweł . ] ] Zaraz >>dostojny<< Starosto . Jestem szlachcic , "	adj:sg:voc:m1:pos	adj:sg:nom:m1:pos
5161	"Jestem szlachcic , bene natus , >>moge<< służyć za świadka JW . "	ign	subst:sg:nom:m1
5177	"kiedy znów z Jemci panem Gozdskim >>okazya<< się zdarzyła . . [ "	adv:pos,adv:com,adv:sup	subst:sg:inst:m1
5236	"waszego wierzyciela . Wykupił em wszystkie >>na<< was dekreta kosztem mojej chudoby "	prep:acc:nwok,prep:acc:wok	prep:loc:wok,prep:loc:nwok
5237	"wierzyciela . Wykupił em wszystkie na >>was<< dekreta kosztem mojej chudoby i "	ppron12:pl:acc:m1:sec:akc,ppron12:pl:acc:m1:sec:nakc	ppron12:pl:loc:m1:sec:akc,ppron12:pl:loc:m1:sec:nakc
5238	". Wykupił em wszystkie na was >>dekreta<< kosztem mojej chudoby i przychodzę "	adj:sg:gen:m3:pos	adj:sg:inst:m3:pos
5249	"przychodzę pertraktować , aby zgodnym sposobem >>rzecz<< ubić . [ [ Starosta "	subst:sg:nom:f	subst:sg:acc:f
5268	"Paweł . ] ] Nie wiele >>ja<< na tem zarobię . Bóg "	ppron12:sg:nom:m1:pri:nakc,ppron12:sg:nom:m1:pri:akc	ppron12:sg:nom:f:pri:nakc,ppron12:sg:nom:f:pri:akc
5269	". ] ] Nie wiele ja >>na<< tem zarobię . Bóg świadek "	prep:acc:nwok,prep:acc:wok	prep:loc:wok,prep:loc:nwok
5310	"exekutorem . A pokaż no , >>wiele<< tam tego ? [ [ "	num:pl:acc:m3:rec	num:pl:nom:f:rec
5311	". A pokaż no , wiele >>tam<< tego ? [ [ Paweł "	adv:pos,adv:com,adv:sup	qub:wok,qub:nwok
5327	"będzie do dziesięciu tysiączków , Starosty >>Dobrodzieju<< … [ [ Starosta . "	subst:sg:loc:m1	subst:sg:voc:m1
